"","Time","Tp","Cl","pH","Redox","Leit","Trueb","Cl_2","Fm","Fm_2","EVENT"
"35357",2016-08-28 01:05:00,7.5,0.15,8.33,755,212,0.022,0.114,1896,1167,FALSE
"35358",2016-08-28 01:06:00,7.6,0.15,8.33,755,212,0.022,0.117,1873,1173,FALSE
"35359",2016-08-28 01:07:00,7.6,0.15,8.33,754,209,0.022,0.117,1879,1168,FALSE
"35360",2016-08-28 01:08:00,7.5,0.16,8.33,755,212,0.022,0.116,1885,1167,FALSE
"35361",2016-08-28 01:09:00,7.5,0.16,8.34,755,212,0.022,0.117,1898,1165,FALSE
"35362",2016-08-28 01:10:00,7.6,0.16,8.34,755,212,0.022,0.114,1891,1165,FALSE
"35363",2016-08-28 01:11:00,7.5,0.16,8.34,755,212,0.022,0.116,1869,1170,FALSE
"35364",2016-08-28 01:12:00,7.6,0.17,8.34,755,212,0.023,0.116,1869,1170,FALSE
"35365",2016-08-28 01:13:00,7.6,0.17,8.34,755,209,0.023,0.116,1876,1170,FALSE
"35366",2016-08-28 01:14:00,7.6,0.17,8.34,754,212,0.023,0.114,1873,1175,FALSE
"35367",2016-08-28 01:15:00,7.6,0.17,8.34,755,212,0.022,0.114,1887,1162,FALSE
"35368",2016-08-28 01:16:00,7.6,0.17,8.34,755,212,0.022,0.114,1877,1171,FALSE
"35369",2016-08-28 01:17:00,7.5,0.17,8.34,754,212,0.022,0.114,1898,1171,FALSE
"35370",2016-08-28 01:18:00,7.5,0.16,8.34,755,212,0.022,0.113,1881,1164,FALSE
"35371",2016-08-28 01:19:00,7.6,0.16,8.34,755,212,0.022,0.113,1883,1159,FALSE
"35372",2016-08-28 01:20:00,7.6,0.16,8.34,754,212,0.023,0.114,1846,1164,FALSE
"35373",2016-08-28 01:21:00,7.6,0.16,8.34,754,212,0.022,0.114,1873,1158,FALSE
"35374",2016-08-28 01:22:00,7.6,0.16,8.34,754,212,0.022,0.112,1869,1153,FALSE
"35375",2016-08-28 01:23:00,7.6,0.16,8.34,755,212,0.022,0.111,1883,1159,FALSE
"35376",2016-08-28 01:24:00,7.5,0.16,8.34,755,212,0.022,0.113,1870,1167,FALSE
"35377",2016-08-28 01:25:00,7.6,0.16,8.34,754,212,0.022,0.112,1894,1171,FALSE
"35378",2016-08-28 01:26:00,7.6,0.16,8.34,754,212,0.022,0.111,1883,1167,FALSE
"35379",2016-08-28 01:27:00,7.6,0.16,8.34,754,212,0.022,0.113,1886,1165,FALSE
"35380",2016-08-28 01:28:00,7.6,0.16,8.34,754,212,0.022,0.112,1888,1156,FALSE
"35381",2016-08-28 01:29:00,7.6,0.16,8.34,754,212,0.022,0.112,1909,1164,FALSE
"35382",2016-08-28 01:30:00,7.6,0.16,8.34,754,212,0.022,0.112,1881,1163,FALSE
"35383",2016-08-28 01:31:00,7.6,0.16,8.33,754,212,0.023,0.111,1903,1162,FALSE
"35384",2016-08-28 01:32:00,7.6,0.15,8.33,754,212,0.022,0.113,1865,1168,FALSE
"35385",2016-08-28 01:33:00,7.6,0.15,8.33,755,212,0.023,0.113,1887,1163,FALSE
"35386",2016-08-28 01:34:00,7.6,0.15,8.33,754,212,0.023,0.114,1886,1159,FALSE
"35387",2016-08-28 01:35:00,7.6,0.15,8.32,755,212,0.023,0.114,1888,1174,FALSE
"35388",2016-08-28 01:36:00,7.6,0.15,8.32,755,212,0.022,0.114,1905,1171,FALSE
"35389",2016-08-28 01:37:00,7.6,0.16,8.32,755,212,0.022,0.114,1902,1168,FALSE
"35390",2016-08-28 01:38:00,7.6,0.16,8.32,755,212,0.024,0.116,1909,1159,FALSE
"35391",2016-08-28 01:39:00,7.6,0.16,8.31,755,212,0.022,0.116,1912,1163,FALSE
"35392",2016-08-28 01:40:00,7.6,0.16,8.31,755,212,0.022,0.114,1886,1164,FALSE
"35393",2016-08-28 01:41:00,7.5,0.16,8.31,755,212,0.022,0.116,1862,1168,FALSE
"35394",2016-08-28 01:42:00,7.6,0.17,8.31,755,212,0.022,0.114,1859,1164,FALSE
"35395",2016-08-28 01:43:00,7.5,0.16,8.3,755,212,0.022,0.116,1894,1164,FALSE
"35396",2016-08-28 01:44:00,7.6,0.16,8.3,756,212,0.021,0.116,1892,1167,FALSE
"35397",2016-08-28 01:45:00,7.5,0.16,8.3,755,212,0.021,0.116,1864,1167,FALSE
"35398",2016-08-28 01:46:00,7.5,0.17,8.3,755,212,0.022,0.116,1909,1164,FALSE
"35399",2016-08-28 01:47:00,7.5,0.17,8.29,755,212,0.021,0.114,1906,1159,FALSE
"35400",2016-08-28 01:48:00,7.5,0.17,8.29,755,212,0.021,0.116,1879,1159,FALSE
"35401",2016-08-28 01:49:00,7.5,0.17,8.29,755,212,0.021,0.117,1885,1167,FALSE
"35402",2016-08-28 01:50:00,7.6,0.17,8.29,755,212,0.021,0.114,1850,1168,FALSE
"35403",2016-08-28 01:51:00,7.5,0.17,8.29,755,212,0.021,0.114,1894,1159,FALSE
"35404",2016-08-28 01:52:00,7.6,0.17,8.29,755,212,0.021,0.114,1857,1164,FALSE
"35405",2016-08-28 01:53:00,7.5,0.17,8.29,755,212,0.022,0.114,1834,1159,FALSE
"35406",2016-08-28 01:54:00,7.5,0.17,8.29,755,212,0.022,0.112,1862,1163,FALSE
"35407",2016-08-28 01:55:00,7.5,0.17,8.29,755,212,0.022,0.112,1887,1163,FALSE
"35408",2016-08-28 01:56:00,7.5,0.16,8.3,755,212,0.022,0.113,1840,1158,FALSE
"35409",2016-08-28 01:57:00,7.5,0.16,8.3,755,212,0.022,0.113,1859,1163,FALSE
"35410",2016-08-28 01:58:00,7.5,0.16,8.3,755,212,0.021,0.113,1859,1163,FALSE
"35411",2016-08-28 01:59:00,7.6,0.16,8.3,755,212,0.022,0.112,1853,1165,FALSE
"35412",2016-08-28 02:00:00,7.6,0.16,8.3,754,212,0.022,0.112,1864,1164,FALSE
"35413",2016-08-28 02:01:00,7.5,0.16,8.31,755,212,0.022,0.112,1900,1165,FALSE
"35414",2016-08-28 02:02:00,7.5,0.16,8.31,755,212,0.022,0.111,1850,1164,FALSE
"35415",2016-08-28 02:03:00,7.5,0.16,8.31,754,212,0.022,0.112,1864,1165,FALSE
"35416",2016-08-28 02:04:00,7.5,0.16,8.32,755,212,0.022,0.112,1865,1170,FALSE
"35417",2016-08-28 02:05:00,7.6,0.16,8.32,754,212,0.023,0.112,1905,1171,FALSE
"35418",2016-08-28 02:06:00,7.5,0.16,8.32,754,212,0.022,0.113,1863,1156,FALSE
"35419",2016-08-28 02:07:00,7.6,0.16,8.33,755,212,0.022,0.112,1859,1159,FALSE
"35420",2016-08-28 02:08:00,7.5,0.16,8.33,754,212,0.023,0.112,1862,1162,FALSE
"35421",2016-08-28 02:09:00,7.5,0.16,8.33,754,212,0.028,0.113,1881,1165,FALSE
"35422",2016-08-28 02:10:00,7.6,0.16,8.34,754,212,0.022,0.112,1856,1168,FALSE
"35423",2016-08-28 02:11:00,7.5,0.16,8.35,754,212,0.023,0.111,1876,1170,FALSE
"35424",2016-08-28 02:12:00,7.5,0.16,8.34,754,212,0.022,0.112,1881,1173,FALSE
"35425",2016-08-28 02:13:00,7.6,0.16,8.35,754,212,0.022,0.113,1879,1159,FALSE
"35426",2016-08-28 02:14:00,7.5,0.16,8.35,754,212,0.024,0.113,1881,1167,FALSE
"35427",2016-08-28 02:15:00,7.5,0.16,8.35,754,212,0.023,0.112,1844,1165,FALSE
"35428",2016-08-28 02:16:00,7.5,0.16,8.36,754,212,0.022,0.113,1851,1170,FALSE
"35429",2016-08-28 02:17:00,7.6,0.16,8.36,754,212,0.023,0.112,1857,1158,FALSE
"35430",2016-08-28 02:18:00,7.5,0.16,8.37,754,212,0.022,0.112,1869,1164,FALSE
"35431",2016-08-28 02:19:00,7.5,0.16,8.37,754,212,0.023,0.111,1862,1170,FALSE
"35432",2016-08-28 02:20:00,7.5,0.17,8.37,754,212,0.023,0.111,1915,1164,FALSE
"35433",2016-08-28 02:21:00,7.6,0.17,8.38,754,212,0.023,0.111,1856,1164,FALSE
"35434",2016-08-28 02:22:00,7.6,0.17,8.38,754,212,0.023,0.111,1856,1165,FALSE
"35435",2016-08-28 02:23:00,7.5,0.17,8.38,754,212,0.024,0.109,1870,1165,FALSE
"35436",2016-08-28 02:24:00,7.5,0.16,8.38,754,212,0.023,0.111,1871,1167,FALSE
"35437",2016-08-28 02:25:00,7.5,0.16,8.39,754,212,0.023,0.108,1841,1163,FALSE
"35438",2016-08-28 02:26:00,7.5,0.16,8.39,753,212,0.024,0.109,1854,1163,FALSE
"35439",2016-08-28 02:27:00,7.5,0.16,8.39,754,212,0.023,0.109,1848,1163,FALSE
"35440",2016-08-28 02:28:00,7.5,0.16,8.39,754,212,0.023,0.111,1888,1170,FALSE
"35441",2016-08-28 02:29:00,7.6,0.16,8.39,754,212,0.024,0.109,1863,1159,FALSE
"35442",2016-08-28 02:30:00,7.5,0.16,8.39,754,212,0.023,0.111,1841,1163,FALSE
"35443",2016-08-28 02:31:00,7.6,0.16,8.38,754,209,0.023,0.109,1858,1165,FALSE
"35444",2016-08-28 02:32:00,7.6,0.16,8.38,754,212,0.023,0.108,1871,1162,FALSE
"35445",2016-08-28 02:33:00,7.5,0.16,8.38,754,212,0.023,0.111,1869,1157,FALSE
"35446",2016-08-28 02:34:00,7.5,0.16,8.38,754,209,0.023,0.109,1869,1165,FALSE
"35447",2016-08-28 02:35:00,7.5,0.16,8.37,754,212,0.023,0.111,1879,1164,FALSE
"35448",2016-08-28 02:36:00,7.5,0.16,8.37,754,209,0.023,0.111,1893,1163,FALSE
"35449",2016-08-28 02:37:00,7.6,0.16,8.36,754,209,0.023,0.111,1865,1170,FALSE
"35450",2016-08-28 02:38:00,7.6,0.15,8.36,754,209,0.023,0.112,1891,1171,FALSE
"35451",2016-08-28 02:39:00,7.6,0.15,8.36,754,209,0.023,0.112,1800,1163,FALSE
"35452",2016-08-28 02:40:00,7.6,0.15,8.36,754,209,0.023,0.112,1701,1165,FALSE
"35453",2016-08-28 02:41:00,7.7,0.15,8.36,754,209,0.023,0.112,1621,1163,FALSE
"35454",2016-08-28 02:42:00,7.6,0.15,8.35,755,209,0.025,0.112,1564,1157,FALSE
"35455",2016-08-28 02:43:00,7.6,0.15,8.35,754,212,0.025,0.111,1545,1167,FALSE
"35456",2016-08-28 02:44:00,7.6,0.15,8.35,754,209,0.023,0.111,1543,1159,FALSE
"35457",2016-08-28 02:45:00,7.6,0.15,8.35,755,209,0.023,0.112,1549,1162,FALSE
"35458",2016-08-28 02:46:00,7.6,0.16,8.35,755,209,0.023,0.113,1637,1159,FALSE
"35459",2016-08-28 02:47:00,7.6,0.16,8.35,754,209,0.023,0.112,1570,1158,FALSE
"35460",2016-08-28 02:48:00,7.6,0.16,8.35,754,209,0.023,0.111,1601,1164,FALSE
"35461",2016-08-28 02:49:00,7.6,0.16,8.35,754,209,0.024,0.112,1570,1158,FALSE
"35462",2016-08-28 02:50:00,7.6,0.16,8.35,754,209,0.023,0.111,1561,1165,FALSE
"35463",2016-08-28 02:51:00,7.6,0.16,8.35,754,209,0.025,0.112,1590,1162,FALSE
"35464",2016-08-28 02:52:00,7.6,0.16,8.35,754,209,0.024,0.111,1552,1164,FALSE
"35465",2016-08-28 02:53:00,7.6,0.16,8.35,754,209,0.023,0.111,1460,1159,FALSE
"35466",2016-08-28 02:54:00,7.6,0.16,8.35,754,209,0.023,0.111,1418,1153,FALSE
"35467",2016-08-28 02:55:00,7.6,0.16,8.35,754,209,0.023,0.111,1418,1168,FALSE
"35468",2016-08-28 02:56:00,7.6,0.17,8.35,754,209,0.024,0.111,1446,1164,FALSE
"35469",2016-08-28 02:57:00,7.6,0.16,8.36,754,209,0.023,0.111,1435,1158,FALSE
"35470",2016-08-28 02:58:00,7.7,0.16,8.36,754,209,0.023,0.109,1449,1158,FALSE
"35471",2016-08-28 02:59:00,7.7,0.16,8.37,754,209,0.023,0.109,1428,1163,FALSE
"35472",2016-08-28 03:00:00,7.7,0.16,8.36,754,209,0.023,0.108,1460,1162,FALSE
"35473",2016-08-28 03:01:00,7.7,0.16,8.36,753,209,0.023,0.108,1443,1159,FALSE
"35474",2016-08-28 03:02:00,7.7,0.16,8.37,753,209,0.023,0.107,1442,1157,FALSE
"35475",2016-08-28 03:03:00,7.7,0.16,8.37,752,209,0.023,0.107,1462,1162,FALSE
"35476",2016-08-28 03:04:00,7.7,0.16,8.38,753,209,0.023,0.107,1462,1163,FALSE
"35477",2016-08-28 03:05:00,7.7,0.16,8.38,753,209,0.022,0.107,1413,1159,FALSE
"35478",2016-08-28 03:06:00,7.7,0.16,8.38,753,209,0.022,0.107,1424,1159,FALSE
"35479",2016-08-28 03:07:00,7.7,0.16,8.38,752,209,0.022,0.108,1436,1158,FALSE
"35480",2016-08-28 03:08:00,7.7,0.16,8.38,752,209,0.021,0.106,1443,1173,FALSE
"35481",2016-08-28 03:09:00,7.7,0.16,8.39,752,209,0.022,0.107,1425,1163,FALSE
"35482",2016-08-28 03:10:00,7.7,0.16,8.38,751,209,0.021,0.107,1458,1159,FALSE
"35483",2016-08-28 03:11:00,7.7,0.16,8.39,752,209,0.022,0.107,1464,1157,FALSE
"35484",2016-08-28 03:12:00,7.7,0.16,8.39,753,209,0.022,0.105,1460,1162,FALSE
"35485",2016-08-28 03:13:00,7.7,0.16,8.39,753,209,0.022,0.107,1443,1159,FALSE
"35486",2016-08-28 03:14:00,7.7,0.16,8.39,752,209,0.022,0.107,1449,1157,FALSE
"35487",2016-08-28 03:15:00,7.7,0.16,8.39,752,209,0.022,0.107,1459,1162,FALSE
"35488",2016-08-28 03:16:00,7.7,0.16,8.39,752,209,0.022,0.107,1442,1153,FALSE
"35489",2016-08-28 03:17:00,7.7,0.16,8.39,751,209,0.021,0.107,1452,1152,FALSE
"35490",2016-08-28 03:18:00,7.7,0.16,8.39,751,209,0.021,0.107,1440,1158,FALSE
"35491",2016-08-28 03:19:00,7.7,0.16,8.4,751,209,0.021,0.107,1417,1153,FALSE
"35492",2016-08-28 03:20:00,7.7,0.17,8.41,752,209,0.021,0.108,1454,1151,FALSE
"35493",2016-08-28 03:21:00,7.7,0.17,8.41,751,209,0.021,0.108,1452,1163,FALSE
"35494",2016-08-28 03:22:00,7.7,0.17,8.41,752,209,0.021,0.109,1466,1159,FALSE
"35495",2016-08-28 03:23:00,7.7,0.17,8.41,753,209,0.02,0.108,1465,1152,FALSE
"35496",2016-08-28 03:24:00,7.6,0.18,8.41,752,209,0.02,0.109,1424,1158,FALSE
"35497",2016-08-28 03:25:00,7.7,0.18,8.41,751,209,0.021,0.108,1440,1162,FALSE
"35498",2016-08-28 03:26:00,7.6,0.18,8.41,752,209,0.021,0.111,1440,1162,FALSE
"35499",2016-08-28 03:27:00,7.6,0.18,8.41,752,209,0.021,0.111,1440,1159,FALSE
"35500",2016-08-28 03:28:00,7.6,0.18,8.41,752,209,0.021,0.109,1447,1163,FALSE
"35501",2016-08-28 03:29:00,7.6,0.18,8.41,752,209,0.021,0.109,1442,1168,FALSE
"35502",2016-08-28 03:30:00,7.6,0.18,8.41,752,209,0.021,0.108,1430,1163,FALSE
"35503",2016-08-28 03:31:00,7.6,0.18,8.41,752,209,0.021,0.108,1447,1152,FALSE
"35504",2016-08-28 03:32:00,7.6,0.18,8.41,751,209,0.022,0.108,1435,1156,FALSE
"35505",2016-08-28 03:33:00,7.6,0.18,8.41,751,209,0.022,0.108,1445,1163,FALSE
"35506",2016-08-28 03:34:00,7.6,0.18,8.41,752,209,0.024,0.107,1453,1165,FALSE
"35507",2016-08-28 03:35:00,7.6,0.18,8.41,751,209,0.023,0.107,1446,1153,FALSE
"35508",2016-08-28 03:36:00,7.6,0.18,8.41,751,209,0.023,0.108,1443,1162,FALSE
"35509",2016-08-28 03:37:00,7.6,0.18,8.41,751,209,0.023,0.108,1434,1163,FALSE
"35510",2016-08-28 03:38:00,7.6,0.18,8.41,751,209,0.023,0.107,1446,1157,FALSE
"35511",2016-08-28 03:39:00,7.6,0.18,8.41,751,209,0.023,0.107,1442,1163,FALSE
"35512",2016-08-28 03:40:00,7.6,0.18,8.41,751,209,0.023,0.107,1431,1156,FALSE
"35513",2016-08-28 03:41:00,7.6,0.18,8.4,751,209,0.023,0.107,1410,1156,FALSE
"35514",2016-08-28 03:42:00,7.6,0.18,8.4,751,209,0.023,0.107,1439,1165,FALSE
"35515",2016-08-28 03:43:00,7.6,0.18,8.4,751,209,0.023,0.107,1459,1163,FALSE
"35516",2016-08-28 03:44:00,7.6,0.18,8.4,751,209,0.024,0.107,1452,1162,FALSE
"35517",2016-08-28 03:45:00,7.6,0.18,8.39,751,209,0.023,0.107,1447,1158,FALSE
"35518",2016-08-28 03:46:00,7.6,0.18,8.39,751,209,0.023,0.105,1422,1165,FALSE
"35519",2016-08-28 03:47:00,7.6,0.18,8.39,751,209,0.023,0.107,1446,1165,FALSE
"35520",2016-08-28 03:48:00,7.6,0.18,8.39,751,209,0.023,0.107,1410,1156,FALSE
"35521",2016-08-28 03:49:00,7.6,0.18,8.39,751,209,0.024,0.107,1449,1156,FALSE
"35522",2016-08-28 03:50:00,7.6,0.18,8.39,751,209,0.023,0.107,1424,1163,FALSE
"35523",2016-08-28 03:51:00,7.6,0.18,8.39,751,209,0.024,0.107,1469,1168,FALSE
"35524",2016-08-28 03:52:00,7.6,0.18,8.39,751,209,0.024,0.107,1416,1168,FALSE
"35525",2016-08-28 03:53:00,7.6,0.18,8.38,751,209,0.024,0.108,1471,1162,FALSE
"35526",2016-08-28 03:54:00,7.6,0.18,8.38,751,209,0.024,0.107,1464,1157,FALSE
"35527",2016-08-28 03:55:00,7.6,0.18,8.38,751,209,0.024,0.107,1447,1163,FALSE
"35528",2016-08-28 03:56:00,7.6,0.18,8.38,751,209,0.024,0.108,1451,1163,FALSE
"35529",2016-08-28 03:57:00,7.6,0.18,8.38,751,205,0.023,0.107,1465,1170,FALSE
"35530",2016-08-28 03:58:00,7.6,0.18,8.38,752,205,0.024,0.107,1453,1167,FALSE
"35531",2016-08-28 03:59:00,7.6,0.18,8.38,751,205,0.023,0.108,1436,1159,FALSE
"35532",2016-08-28 04:00:00,7.6,0.18,8.38,752,205,0.023,0.107,1446,1164,FALSE
"35533",2016-08-28 04:01:00,7.6,0.18,8.38,751,209,0.023,0.107,1429,1164,FALSE
"35534",2016-08-28 04:02:00,7.6,0.18,8.38,752,205,0.023,0.107,1423,1168,FALSE
"35535",2016-08-28 04:03:00,7.6,0.18,8.38,751,205,0.023,0.107,1439,1170,FALSE
"35536",2016-08-28 04:04:00,7.6,0.18,8.38,752,209,0.023,0.108,1430,1171,FALSE
"35537",2016-08-28 04:05:00,7.6,0.18,8.38,751,209,0.023,0.108,1431,1164,FALSE
"35538",2016-08-28 04:06:00,7.6,0.18,8.38,752,209,0.024,0.108,1437,1163,FALSE
"35539",2016-08-28 04:07:00,7.6,0.18,8.38,752,209,0.023,0.108,1439,1164,FALSE
"35540",2016-08-28 04:08:00,7.6,0.18,8.38,751,205,0.023,0.107,1452,1162,FALSE
"35541",2016-08-28 04:09:00,7.6,0.18,8.38,751,209,0.024,0.108,1407,1164,FALSE
"35542",2016-08-28 04:10:00,7.6,0.18,8.38,752,205,0.022,0.107,1447,1158,FALSE
"35543",2016-08-28 04:11:00,7.6,0.18,8.39,752,205,0.023,0.108,1437,1167,FALSE
"35544",2016-08-28 04:12:00,7.6,0.18,8.39,751,205,0.023,0.108,1429,1162,FALSE
"35545",2016-08-28 04:13:00,7.6,0.18,8.39,751,205,0.023,0.107,1454,1157,FALSE
"35546",2016-08-28 04:14:00,7.6,0.17,8.39,751,205,0.022,0.108,1429,1157,FALSE
"35547",2016-08-28 04:15:00,7.6,0.17,8.39,751,205,0.023,0.108,1429,1165,FALSE
"35548",2016-08-28 04:16:00,7.6,0.17,8.39,751,205,0.022,0.107,1434,1157,FALSE
"35549",2016-08-28 04:17:00,7.6,0.17,8.39,751,209,0.022,0.108,1439,1162,FALSE
"35550",2016-08-28 04:18:00,7.6,0.17,8.39,751,205,0.022,0.107,1416,1168,FALSE
"35551",2016-08-28 04:19:00,7.6,0.17,8.4,751,205,0.022,0.107,1446,1158,FALSE
"35552",2016-08-28 04:20:00,7.6,0.17,8.41,751,209,0.023,0.109,1436,1159,FALSE
"35553",2016-08-28 04:21:00,7.6,0.17,8.41,751,209,0.023,0.107,1453,1156,FALSE
"35554",2016-08-28 04:22:00,7.6,0.17,8.41,751,209,0.025,0.108,1439,1164,FALSE
"35555",2016-08-28 04:23:00,7.6,0.17,8.41,751,209,0.023,0.108,1442,1168,FALSE
"35556",2016-08-28 04:24:00,7.6,0.17,8.42,751,209,0.022,0.109,1440,1171,FALSE
"35557",2016-08-28 04:25:00,7.6,0.17,8.42,751,209,0.022,0.109,1447,1167,FALSE
"35558",2016-08-28 04:26:00,7.6,0.17,8.43,751,209,0.022,0.108,1452,1163,FALSE
"35559",2016-08-28 04:27:00,7.6,0.17,8.44,751,209,0.022,0.111,1429,1162,FALSE
"35560",2016-08-28 04:28:00,7.6,0.17,8.44,751,209,0.022,0.111,1430,1156,FALSE
"35561",2016-08-28 04:29:00,7.6,0.17,8.44,751,209,0.022,0.111,1425,1158,FALSE
"35562",2016-08-28 04:30:00,7.6,0.17,8.44,751,209,0.022,0.112,1451,1157,FALSE
"35563",2016-08-28 04:31:00,7.6,0.17,8.44,752,209,0.021,0.111,1439,1163,FALSE
"35564",2016-08-28 04:32:00,7.5,0.17,8.45,751,209,0.021,0.111,1431,1159,FALSE
"35565",2016-08-28 04:33:00,7.5,0.17,8.45,751,209,0.021,0.111,1416,1157,FALSE
"35566",2016-08-28 04:34:00,7.6,0.17,8.45,751,209,0.021,0.112,1453,1152,FALSE
"35567",2016-08-28 04:35:00,7.6,0.17,8.45,751,209,0.021,0.113,1416,1167,FALSE
"35568",2016-08-28 04:36:00,7.5,0.17,8.45,751,209,0.022,0.113,1425,1159,FALSE
"35569",2016-08-28 04:37:00,7.6,0.16,8.45,752,209,0.021,0.114,1472,1162,FALSE
"35570",2016-08-28 04:38:00,7.6,0.17,8.45,752,209,0.022,0.113,1434,1157,FALSE
"35571",2016-08-28 04:39:00,7.6,0.17,8.45,751,209,0.023,0.114,1420,1165,FALSE
"35572",2016-08-28 04:40:00,7.5,0.17,8.45,752,209,0.022,0.114,1443,1168,FALSE
"35573",2016-08-28 04:41:00,7.5,0.17,8.45,752,209,0.022,0.113,1451,1162,FALSE
"35574",2016-08-28 04:42:00,7.5,0.17,8.45,752,209,0.023,0.116,1422,1165,FALSE
"35575",2016-08-28 04:43:00,7.6,0.17,8.45,753,209,0.022,0.114,1436,1164,FALSE
"35576",2016-08-28 04:44:00,7.5,0.17,8.45,753,209,0.022,0.114,1440,1168,FALSE
"35577",2016-08-28 04:45:00,7.6,0.17,8.45,753,209,0.022,0.114,1435,1168,FALSE
"35578",2016-08-28 04:46:00,7.5,0.17,8.44,752,209,0.022,0.117,1439,1165,FALSE
"35579",2016-08-28 04:47:00,7.5,0.16,8.44,753,209,0.021,0.118,1431,1170,FALSE
"35580",2016-08-28 04:48:00,7.5,0.16,8.44,752,209,0.021,0.116,1434,1158,FALSE
"35581",2016-08-28 04:49:00,7.5,0.16,8.43,754,209,0.021,0.118,1434,1163,FALSE
"35582",2016-08-28 04:50:00,7.5,0.16,8.43,754,209,0.021,0.118,1430,1157,FALSE
"35583",2016-08-28 04:51:00,7.6,0.16,8.42,754,209,0.021,0.118,1350,1167,FALSE
"35584",2016-08-28 04:52:00,7.6,0.16,8.41,754,209,0.021,0.116,1307,1168,FALSE
"35585",2016-08-28 04:53:00,7.5,0.16,8.41,754,209,0.02,0.118,1333,1168,FALSE
"35586",2016-08-28 04:54:00,7.5,0.16,8.41,754,209,0.02,0.117,1335,1164,FALSE
"35587",2016-08-28 04:55:00,7.5,0.16,8.4,754,209,0.02,0.118,1307,1164,FALSE
"35588",2016-08-28 04:56:00,7.5,0.16,8.4,754,209,0.02,0.117,1327,1165,FALSE
"35589",2016-08-28 04:57:00,7.5,0.16,8.39,754,209,0.02,0.117,1307,1159,FALSE
"35590",2016-08-28 04:58:00,7.5,0.16,8.39,754,209,0.021,0.118,1327,1159,FALSE
"35591",2016-08-28 04:59:00,7.6,0.15,8.38,754,209,0.02,0.118,1300,1163,FALSE
"35592",2016-08-28 05:00:00,7.5,0.15,8.38,754,209,0.02,0.117,1306,1164,FALSE
"35593",2016-08-28 05:01:00,7.5,0.15,8.37,754,209,0.021,0.118,1313,1168,FALSE
"35594",2016-08-28 05:02:00,7.5,0.15,8.37,753,209,0.021,0.118,1295,1162,FALSE
"35595",2016-08-28 05:03:00,7.5,0.15,8.37,754,209,0.021,0.118,1312,1165,FALSE
"35596",2016-08-28 05:04:00,7.5,0.15,8.36,754,209,0.021,0.12,1307,1162,FALSE
"35597",2016-08-28 05:05:00,7.5,0.15,8.36,754,209,0.02,0.118,1331,1159,FALSE
"35598",2016-08-28 05:06:00,7.5,0.15,8.35,755,209,0.02,0.12,1314,1151,FALSE
"35599",2016-08-28 05:07:00,7.5,0.16,8.35,754,209,0.02,0.118,1313,1157,FALSE
"35600",2016-08-28 05:08:00,7.5,0.16,8.34,754,209,0.021,0.12,1309,1159,FALSE
"35601",2016-08-28 05:09:00,7.5,0.15,8.34,755,209,0.02,0.118,1320,1158,FALSE
"35602",2016-08-28 05:10:00,7.5,0.15,8.34,754,209,0.02,0.118,1321,1157,FALSE
"35603",2016-08-28 05:11:00,7.5,0.16,8.33,754,209,0.02,0.121,1336,1159,FALSE
"35604",2016-08-28 05:12:00,7.5,0.16,8.33,755,209,0.02,0.121,1319,1159,FALSE
"35605",2016-08-28 05:13:00,7.5,0.16,8.32,755,209,0.02,0.12,1313,1163,FALSE
"35606",2016-08-28 05:14:00,7.5,0.16,8.32,755,209,0.02,0.12,1306,1159,FALSE
"35607",2016-08-28 05:15:00,7.5,0.16,8.31,755,209,0.02,0.121,1312,1156,FALSE
"35608",2016-08-28 05:16:00,7.5,0.16,8.31,755,209,0.02,0.121,1315,1158,FALSE
"35609",2016-08-28 05:17:00,7.5,0.16,8.31,755,209,0.02,0.12,1313,1157,FALSE
"35610",2016-08-28 05:18:00,7.5,0.16,8.31,754,209,0.02,0.118,1321,1156,FALSE
"35611",2016-08-28 05:19:00,7.5,0.16,8.3,755,209,0.021,0.12,1315,1164,FALSE
"35612",2016-08-28 05:20:00,7.5,0.16,8.3,754,209,0.021,0.12,1310,1162,FALSE
"35613",2016-08-28 05:21:00,7.5,0.16,8.3,754,209,0.02,0.118,1320,1159,FALSE
"35614",2016-08-28 05:22:00,7.5,0.16,8.3,755,209,0.02,0.118,1335,1162,FALSE
"35615",2016-08-28 05:23:00,7.5,0.15,8.3,755,212,0.02,0.118,1341,1150,FALSE
"35616",2016-08-28 05:24:00,7.5,0.15,8.3,755,209,0.02,0.117,1343,1158,FALSE
"35617",2016-08-28 05:25:00,7.5,0.15,8.3,754,209,0.02,0.117,1332,1158,FALSE
"35618",2016-08-28 05:26:00,7.5,0.15,8.3,755,209,0.02,0.118,1310,1157,FALSE
"35619",2016-08-28 05:27:00,7.5,0.15,8.3,755,212,0.02,0.118,1327,1158,FALSE
"35620",2016-08-28 05:28:00,7.5,0.15,8.3,754,209,0.02,0.117,1333,1158,FALSE
"35621",2016-08-28 05:29:00,7.5,0.15,8.29,755,212,0.02,0.118,1324,1165,FALSE
"35622",2016-08-28 05:30:00,7.5,0.15,8.29,755,212,0.019,0.116,1314,1163,FALSE
"35623",2016-08-28 05:31:00,7.5,0.15,8.3,755,212,0.019,0.116,1313,1165,FALSE
"35624",2016-08-28 05:32:00,7.5,0.15,8.3,755,212,0.019,0.117,1313,1165,FALSE
